apogee_id,period (days)
2M04462057-7540371,1.01
2M04462323-7512444,1.15
2M04463447-8635498,1.01
2M04464461-7139563,1.0
2M04464498-6904062,1.5
2M04464746-7109592,1.0
2M04464766-7122087,1.0
2M04465435-7123495,1.0
2M04465483-7131130,1.15
2M04470334+3836197,1.0
2M04471281-7531381,1.0
2M04471444-6846257,1.01
2M04471545+5737454,1.0
2M04472734-6550202,1.11
2M04472955+3838353,1.0
2M04473079+3952579,1.0
2M04473915-6506264,1.0
2M04474269-6922413,1.5
2M04474310+4013572,1.45
2M04474600-6917255,1.0
2M04475129-6849557,1.5
2M04480045-7546554,1.12
2M04480579-7542438,1.0
2M04480739-7455596,1.0
2M04480763+3958009,1.01
2M04481238+5914277,1.89
2M04481296-6939205,1.13
2M04481529+3734462,1.03
2M04481803-7125424,1.0
2M04482227-6836009,1.5
2M04482663+5706558,1.1
2M04482772-6921428,1.5
2M04483353+4019230,1.23
2M04483497-6544411,1.0
2M04483690-7118440,1.0
2M04483803+6210399,1.11
2M04483804-7155404,2.0
2M04483847-7101109,1.0
2M04484398+3759230,1.03
2M04484576-6858208,1.0
2M04485206+6254440,1.02
2M04485261+3858386,1.0
2M04485713-7437553,1.0
2M04490118+4011539,1.03
2M04490157-7445433,1.0
2M04490274+5839317,1.85
2M04490818-6906324,1.0
2M04490838-6805503,1.5
2M04490972-7107513,1.0
2M04491113-7513301,1.0
2M04491153-7604218,1.0
2M04491188+4003096,1.0
2M04491240-6927235,1.01
2M04491275-6518348,42.86
2M04491775-6535064,1.85
2M04491905-6925546,1.42
2M04491941+3915544,1.0
2M04492221-6918398,1.5
2M04492225+6502311,1.15
2M04492246-6924344,1.0
2M04492676-6845059,1.0
2M04492761-7104342,1.0
2M04492861-6444442,300.0
2M04492956-6808358,1.5
2M04493370+5732097,1.53
2M04493512-7102045,1.0
2M04493997-7438074,1.0
2M04494089-7455527,1.0
2M04494623-7508582,1.0
2M04495770-7503141,1.01
2M04495862-6545263,1.0
2M04500827-6548269,1.0
2M04501005-6909419,1.0
2M04501358-7053248,1.0
2M04501902-6843319,1.5
2M04501970-7435337,1.0
2M04502523-6444336,1.01
2M04502564+6328354,1.3
2M04503390-7028483,1.0
2M04504284+5753538,1.0
2M04504826+3811203,1.05
2M04505176-6835384,1.03
2M04505487-6833254,1.5
2M04505539-7456286,1.0
2M04505585-6925525,1.01
2M04505818-6047541,1.02
2M04505868-6914027,1.0
2M04511107-7048011,1.0
2M04511596-7533588,1.0
2M04511883-7110135,1.0
2M04511987+3805028,1.0
2M04512817-7508428,1.0
2M04513032-7148421,1.0
2M04513237-6753414,1.34
2M04513294+5743079,1.32
2M04513470-6924462,1.0
2M04513589-6932333,1.0
2M04513825+3831014,1.0
2M04514507-6930177,1.41
2M04514904+5747542,1.17
2M04515425+3915070,1.36
2M04515432-6901266,1.08
2M04515755-7105222,1.0
2M04515810-6925339,1.0
2M04520118-7537489,1.0
2M04520819+6224012,1.2
2M04520951-7030191,1.0
2M04521175-6501453,1.0
2M04521360-7108229,1.0
2M04522418-6924142,1.0
2M04522589-7507440,1.0
2M04523565-7040427,1.0
2M04524442-6819213,1.5
2M04524577-7112470,1.0
2M04525033-6924003,1.5
2M04525078-7046303,1.0
2M04525644-6925460,1.0
2M04530495-6923301,1.52
2M04530508-6818574,1.0
2M04530984-7440437,1.0
2M04530987-7115397,1.0
2M04531333-7122358,1.0
2M04531382-7515537,1.0
2M04531479-6912180,1.0
2M04531676+3954447,1.48
2M04533087-6917496,1.5
2M04533249-6919257,1.5
2M04533322-7525100,1.0
2M04533505-6436218,1.0
2M04533506-7034576,1.0
2M04533671-5949496,1.01
2M04533718-6943071,1.01
2M04533762-7507332,1.0
2M04533974-6002328,1.0
2M04534328-6842532,1.01
2M04534410-6826189,1.0
2M04534612-6828360,1.0
2M04534646-7554298,1.0
2M04534669-6831194,1.0
2M04535818-6822395,1.5
2M04535980+3910529,1.0
2M04540308-7446120,1.0
2M04540327-7148575,1.0
2M04541377+5755390,1.05
2M04542163-6121339,1.0
2M04542171-6845241,1.0
2M04542322+3909269,1.05
2M04542376-7054057,1.03
2M04543683-6920221,1.0
2M04543985-6821393,1.0
2M04544572-6429201,1.0
2M04544907-7456291,1.0
2M04545386-7055357,1.0
2M04550184-6457427,1.0
2M04550186+6426354,1.01
2M04550992+3837294,1.01
2M04551042-7108251,1.0
2M04553016-6855307,1.0
2M04553043+3855016,1.05
2M04553695-6927561,1.0
2M04554620-6929353,1.5
2M04554646-7500432,1.0
2M04555071+2152435,1.0
2M04555240-7104099,1.0
2M04555295-7547302,1.0
2M04555937-6105410,1.13
2M04560744-6913317,1.5
2M04561052-7129322,1.0
2M04561301-7502458,1.0
2M04561603-7042358,1.0
2M04561915-6124192,1.01
2M04562195-7057143,1.0
2M04562601-6924293,1.0
2M04562741-6756006,1.15
2M04563077+2235277,1.0
2M04563637-6933273,1.1
2M04563939-7126556,1.0
2M04564045-6812403,1.0
2M04564402-7522075,1.0
2M04564527-6854513,1.01
2M04564585-7041215,1.0
2M04565646-6924053,1.0
2M04565881-6005331,1.0
2M04570021-6815123,1.0
2M04570053+2155579,1.0
2M04570369-7036564,1.0
2M04570588+2139409,1.04
2M04570805-6825123,1.34
2M04571250+2209344,1.73
2M04571681-6824395,1.01
2M04571795-6028237,1.0
2M04572186-7139446,1.0
2M04573049-7036575,1.0
2M04573201-6801087,1.0
2M04573327-7119330,1.0
2M04573831-6810382,1.5
2M04574173+4054403,1.0
2M04574713-7101261,1.0
2M04575368-6922410,1.0
2M04575735-7202059,1.0
2M04580264+4216298,1.0
2M04581165-7052009,1.2
2M04581387-6820548,1.5
2M04581836-7100299,1.0
2M04582007-6854202,1.46
2M04582049+2232000,1.0
2M04582438-7107006,1.0
2M04582716-7511576,1.0
2M04582844-6822231,1.5
2M04583109-6817148,1.03
2M04583920-7111017,1.0
2M04584065+2107072,1.0
2M04584290-6922223,1.5
2M04584506-7100519,1.0
2M04585276-7145401,1.0
2M04585415+2258203,1.67
2M04585418-6040155,1.0
2M04585527-6819568,1.0
2M04590181-7105143,1.03
2M04591087+4016334,1.0
2M04591143-6014444,1.0
2M04591217+2211464,1.0
2M04592077-7043078,1.0
2M04592174-6832350,1.5
2M04593688-7051308,1.25
2M04593747-7034373,1.05
2M04594477-8542350,1.0
2M04594903-6914024,1.03
2M04595020-7143500,1.0
2M04595211-6834552,1.28
2M04595273-7105133,1.0
2M05000756-6826599,1.0
2M05000953-7038448,1.0
2M05000982+2235338,1.04
2M05001123-7127026,1.0
2M05001246-6912189,1.5
2M05001388+2055399,1.29
2M05002298-6840015,1.5
2M05002652+2337399,1.04
2M05002789-7126455,1.0
2M05002810-6921008,1.24
2M05003833-7059205,1.0
2M05003947-7037264,1.24
2M05004199-6851312,1.0
2M05005139-7047510,1.0
2M05010291-6904246,1.0
2M05010606-7106063,1.0
2M05010612+4134002,1.65
2M05010801+2326203,1.04
2M05011160-7050574,1.0
2M05011739+2311561,1.06
2M05013886-7202105,1.0
2M05014107-6826418,1.5
2M05020045+2253413,1.04
2M05020738-7120131,1.0
2M05021015+2257126,1.0
2M05021256+6331232,1.3
2M05021750-7058227,1.0
2M05022142-7148587,1.0
2M05022508-7144218,1.4
2M05023315+2233147,1.0
2M05024877-7113330,1.0
2M05025615-6040427,1.0
2M05025737+4234085,1.17
2M05031455-7103306,1.0
2M05032286-7052034,1.03
2M05032736+4004359,1.0
2M05033708-6022049,1.59
2M05034803-7037163,1.01
2M05035848+2151515,1.0
2M05040001+2247072,1.17
2M05040674-6537237,1.0
2M05040779-7029501,1.35
2M05041300-7446440,1.0
2M05041915+4136083,1.0
2M05042205+2138367,1.37
2M05042402-7041096,1.78
2M05042786-7143553,1.0
2M05043303-6520461,1.0
2M05043436-7018118,1.0
2M05044196-6546534,1.0
2M05045017-6807523,1.0
2M05045222-6608055,1.0
2M05045364-6556377,1.0
2M05050591-7141197,1.0
2M05050662-6805113,1.03
2M05051006+2325441,1.01
2M05051685+4006442,1.0
2M05054851-6741322,1.0
2M05060887-7115260,1.01
2M05061124-7051065,1.0
2M05061737-6604056,1.0
2M05061866-6723011,1.12
2M05064586-6524170,1.0
2M05065245-6528418,1.0
2M05065320+2148018,1.01
2M05070016-7147573,1.0
2M05071091+4110454,1.28
2M05071339-6525558,1.0
2M05071738-7111179,1.01
2M05072088-7348204,1.0
2M05072309+2247052,1.04
2M05073094-6520225,1.19
2M05075905-7425312,1.0
2M05075951-6231400,1.0
2M05080116-6723270,1.0
2M05080969-7051262,1.0
2M05081324+4045132,1.0
2M05081745-7146276,1.01
2M05082077-6218065,1.0
2M05082712-6606254,1.0
2M05083505-6250345,1.0
2M05083742-6620522,1.0
2M05084265-7450487,1.0
2M05084494-7019031,1.0
2M05085056+4144262,1.49
2M05090171-7206288,1.0
2M05090521-6706375,1.02
2M05090763-6616534,1.03
2M05091132-7342486,1.0
2M05091628-6235512,1.03
2M05092470-8546233,1.01
2M05092714-6612023,1.0
2M05092997-6610436,1.0
2M05093242-6537258,1.0
2M05093410-6618464,1.0
2M05093571-6620353,1.01
2M05093969+2418466,1.87
2M05094384-6202509,1.0
2M05094941-3951598,1.03
2M05095211-6548270,1.0
2M05095822-6604544,1.01
2M05095957-6519104,1.03
2M05095994-8638119,1.0
2M05100139-6215571,1.0
2M05100313-6506464,1.03
2M05100351-7143519,1.0
2M05100426-6452229,1.14
2M05100430-6241231,1.0
2M05100833-7034502,1.0
2M05101193-7409028,1.0
2M05101767+4039352,1.0
2M05101931-3943278,1.03
2M05102155-7118506,1.0
2M05102481-6612297,1.0
2M05102604-3937306,1.02
2M05102688-6248417,1.0
2M05102867-7249133,1.73
2M05103130-6453330,1.0
2M05103390-7035201,1.0
2M05103510-7138228,1.0
2M05103674-6256244,1.0
2M05103791+4111530,1.06
2M05103870+2454473,1.0
2M05104335+3806415,1.21
2M05104675+2337035,1.11
2M05104840-6626091,1.0
2M05105136-7125572,1.0
2M05105374-6214165,1.0
2M05110123-7425009,1.0
2M05110536-3953045,1.04
2M05110842-4032501,1.02
2M05111110+2331413,1.06
2M05111425-3952226,1.0
2M05111683-4020413,1.04
2M05111860-6822489,1.97
2M05111875+3908102,1.17
2M05111894-6522076,1.0
2M05112094-4012098,1.02
2M05112449-6606537,1.01
2M05112473-6620072,1.46
2M05112616+2410237,1.0
2M05112685+4113544,1.46
2M05112994+2358532,1.32
2M05113090-7257264,1.0
2M05113193+2538444,1.0
2M05113508-7112309,1.0
2M05113642-7102018,1.0
2M05113692-7221339,1.01
2M05113708+2423166,1.0
2M05113814-6500033,1.0
2M05113944-6619050,1.0
2M05114090-3936022,1.01
2M05114215+2322480,1.0
2M05114494+2348348,1.0
2M05114499-4004211,1.04
2M05114751-6223420,1.66
2M05115248-6213390,1.0
2M05115291+2507419,1.0
2M05115874+2441523,1.05
2M05120594-7250457,1.0
2M05120652-7240450,1.0
2M05120897+2546130,1.21
2M05120935-3917359,1.02
2M05121083-7238115,1.01
2M05121089+2500481,1.44
2M05121391-6634305,1.0
2M05121502+2343020,1.0
2M05121686-6517147,1.02
2M05121707-6719262,1.16
2M05121758-6319192,1.0
2M05122365-6300080,1.03
2M05122668-4038253,1.34
2M05123164-6219197,1.0
2M05123715-7416595,1.0
2M05123818-3958228,1.04
2M05123824-6627323,1.0
2M05123838-6518167,1.0
2M05124208-7110018,1.0
2M05124231-4025258,1.02
2M05124500-7453182,1.01
2M05124739-4029045,1.01
2M05124758-7107062,1.0
2M05124999+2533513,1.0
2M05125726-7408037,1.07
2M05125815+2449470,1.15
2M05125872-6543172,1.0
2M05130599-6454421,1.0
2M05130865-6240243,1.0
2M05131113-6319086,1.03
2M05131318-7324109,1.02
2M05131436-6150592,1.0
2M05131556-6521277,1.03
2M05131599-6717472,1.28
2M05131668-7412061,1.01
2M05131788+2450164,1.0
2M05131802-7322509,1.0
2M05131937+2346176,1.01
2M05132044-6251171,1.0
2M05132060+2344474,1.0
2M05132170+3721443,1.06
2M05132218-6505346,1.0
2M05132796-4022393,1.04
2M05132830-6207445,1.25
2M05132858-6316346,1.0
2M05132880+2440335,1.83
2M05133015-7411265,1.0
2M05133229+3806348,1.02
2M05133362+2503176,1.0
2M05133533-6253411,1.01
2M05133654-6801175,1.0
2M05133864-6610047,1.01
2M05134007-7321365,1.0
2M05134372-7215489,1.01
2M05134449-6554014,1.53
2M05134454-6605471,1.0
2M05134543-6620099,1.0
2M05134977-7229501,1.0
2M05135290-4014534,1.0
2M05135429-6931465,1.0
2M05135760-6927482,1.5
2M05135883+4333361,1.0
2M05135949+2321425,1.0
2M05135971-6614398,1.03
2M05140191-6727069,1.01
2M05140220-6605534,1.0
2M05140277+2501456,1.0
2M05140311+2457006,1.0
2M05140395+2524066,1.0
2M05140453+3919226,1.0
2M05140480+2546248,1.0
2M05140920-6837259,73.33
2M05141064-7035563,1.0
2M05141106-6932365,1.0
2M05141412-6948281,1.5
2M05141477-6151087,1.01
2M05142068-6601587,1.0
2M05142367-7236508,1.0
2M05142386+2430402,1.11
2M05142448-7301191,1.03
2M05142451-6312213,1.0
2M05142479-6937219,1.0
2M05142566-7002167,1.01
2M05142642-6947430,1.42
2M05143012-6611138,1.0
2M05143036-4019105,1.02
2M05143115+2555021,1.41
2M05143157-6913533,1.02
2M05143194-3931229,1.01
2M05143318-6502113,1.0
2M05143329+3813319,1.0
2M05143594+2453505,1.38
2M05143638-3951512,1.0
2M05143645+2433415,1.09
2M05143650-3942560,1.01
2M05143665+2555410,1.0
2M05143826+2422427,1.01
2M05144268-6558379,1.0
2M05144307+2325455,1.97
2M05144482-3939169,1.03
2M05144956-6304272,1.0
2M05145217-3935094,1.5
2M05145324-6621381,1.51
2M05145329-7446510,1.01
2M05145602+2440117,1.0
2M05145742-6541429,1.01
2M05145832-7103211,1.0
2M05145905+2431270,1.03
2M05145994+2525212,1.0
2M05150139-6153216,1.01
2M05150479-7234136,1.0
2M05150663-7320223,1.0
2M05151072-6518373,1.01
2M05151159+2516137,1.06
2M05151204+4307350,1.02
2M05151584-6614203,1.0
2M05151932-4036043,1.0
2M05152006-6528196,1.03
2M05152211-6943143,1.0
2M05152220-6524087,1.0
2M05152426-6521079,1.45
2M05152962+2400147,1.0
2M05153456-6503074,1.0
2M05153470+2449372,1.0
2M05153491-6231513,1.03
2M05153596+2428518,1.33
2M05154048+2527153,1.0
2M05154578-6241536,1.04
2M05154849+3737332,1.59
2M05154966-6305418,1.0
2M05154990+2511030,1.44
2M05155110-7506111,1.46
2M05155196+2450235,1.05
2M05155239-6947132,1.0
2M05155312-7455405,1.01
2M05155356+2358546,1.0
2M05155602-6550427,1.01
2M05155612-7206203,1.01
2M05155693-6728426,73.33
2M05155787-4030215,1.01
2M05160030-7338390,1.48
2M05160193+2544064,1.0
2M05160256-7027227,1.0
2M05161059-4022081,1.04
2M05161091+2526495,1.0
2M05161096-7444575,1.01
2M05161165-3945593,1.02
2M05161261+4245227,1.14
2M05161312-6615578,1.0
2M05161459-6918115,1.0
2M05161625+2355236,1.47
2M05161856-7456087,1.01
2M05161920+4427293,1.0
2M05162025-4018075,1.01
2M05162027-7224421,1.39
2M05162132+2538312,1.94
2M05162632-6611228,1.0
2M05163616+4235353,1.0
2M05163970-6247556,1.02
2M05163987-7243395,1.0
2M05164069+2438563,1.0
2M05164313+2307495,1.0
2M05164382-6811142,1.0
2M05164465-6732368,1.0
2M05164703-6215018,1.0
2M05165193+2452410,1.04
2M05165230-6604043,1.05
2M05165711+2425515,1.26
2M05165990-6236344,1.0
2M05170018+2358099,1.0
2M05170447-7013373,1.0
2M05170484-6543216,1.0
2M05170858-6223262,1.0
2M05170924+3814201,1.0
2M05170946+2457178,1.18
2M05171024+3817561,1.43
2M05171050+3746595,1.25
2M05171051+2330397,1.0
2M05171175-6259418,1.0
2M05171194-7217572,1.0
2M05171349-7405021,1.01
2M05171438-6234069,1.0
2M05171753-6946440,1.5
2M05171818-6928317,1.01
2M05172555-6252331,1.0
2M05172665+2536318,1.28
2M05172981+2444399,1.0
2M05173113-7208382,1.0
2M05173235-7247386,1.0
2M05173489-7221076,1.0
2M05173611+2359039,1.0
2M05173971+2537023,1.0
2M05174247-6231095,1.0
2M05174276+2357398,1.0
2M05174547-7336527,1.01
2M05174942-7155253,1.01
2M05175100+2420505,1.0
2M05175281+4450348,1.0
2M05175598-7329027,1.9
2M05175607-6916037,1.0
2M05175761-7015235,1.0
2M05175917-7434252,1.01
2M05180135-7225313,1.0
2M05180208-6821195,1.16
2M05180317-7457236,1.01
2M05180383+2504340,1.01
2M05180429-6317272,1.5
2M05180586-7235201,1.0
2M05180671-6520568,1.04
2M05181034+2536414,1.04
2M05181162-7315583,1.51
2M05181372-6829254,1.71
2M05181435-6915010,1.0
2M05181454+2307202,1.76
2M05181491-6952108,1.0
2M05181584+2408210,1.06
2M05181926+2508378,1.1
2M05182132-6249121,1.0
2M05182237-6927339,1.0
2M05182727-6606537,1.49
2M05183243-7317520,1.0
2M05183528+3708340,1.0
2M05184053-7210331,1.01
2M05184559+2529457,1.0
2M05184598-6929353,1.5
2M05184886-7002469,1.0
2M05184946-7402310,1.0
2M05185206-6257501,1.0
2M05185313-7228388,1.0
2M05185327-7301179,1.0
2M05185379-7256220,1.0
2M05185458+2441051,1.03
2M05185513-6238595,1.0
2M05185687-7241073,1.0
2M05185825-7604084,1.0
2M05185941-6933440,1.0
2M05190327-8704059,1.0
2M05190435+3745372,1.14
2M05191157-7213550,1.0
2M05191162-7436147,1.01
2M05191167+3752259,1.14
2M05191324+4439138,1.0
2M05191435-7219177,1.0
2M05191492+2343580,1.01
2M05191846-6301467,1.0
2M05192376+3737192,1.07
2M05192413+2551514,1.0
2M05192725-7204217,1.0
2M05192783-7226086,1.0
2M05192858+2356272,1.26
2M05192924-7323015,1.0
2M05193053+3808326,1.32
2M05193053-7206029,1.0
2M05194251-6227448,1.0
2M05194279-6229501,1.03
2M05194374+3820304,1.51
2M05194567-6954272,1.0
2M05194919-6535293,1.02
2M05195101-7026569,1.0
2M05195145-7238092,1.01
2M05195542+3922562,1.03
2M05195717-6923030,1.0
2M05200000-6257105,1.03
2M05200196+3748308,1.28
2M05200629+2408384,1.79
2M05200723-7204111,1.0
2M05200748-6922458,1.0
2M05201083+2500577,1.25
2M05201669+4400087,1.0
2M05201798+2510158,1.28
2M05201914-7454175,1.0
2M05201939-6935290,1.0
2M05201987-7603243,1.0
2M05202001-6902244,1.44
2M05202496-6253368,1.0
2M05202496-7318323,1.0
2M05202564+2346412,1.25
2M05202674+4251053,1.0
2M05202842-7516019,1.01
2M05203200+4315282,1.0
2M05203359-6954200,1.0
2M05203692-6246091,1.03
2M05203709-6224262,1.0
2M05204307+3726192,1.0
2M05204374-7003497,1.0
2M05204398+2422591,1.31
2M05204494-6949339,1.0
2M05204515-7242076,1.0
2M05204695-7332249,1.03
2M05204924-7615300,1.0
2M05205061-6240217,1.0
2M05205067-7200413,1.0
2M05205155-7559164,1.0
2M05205391-7259483,1.01
2M05205686-6909567,1.0
2M05210415+4230155,1.0
2M05210633-7251578,1.01
2M05210781-6927376,1.03
2M05211016-2427429,1.0
2M05211216+4337473,1.0
2M05211232-7249002,1.0
2M05211318-7555024,1.13
2M05211720-7013407,1.0
2M05211867+2530050,1.12
2M05212068+2448101,1.0
2M05212081-6936057,1.0
2M05212139-7222217,1.0
2M05212239-6927081,1.38
2M05212367-7558536,1.0
2M05212457+2531338,1.05
2M05212465-7545310,1.0
2M05212691+2554154,1.0
2M05212898-7311477,1.0
2M05212931-6930486,1.18
2M05213459+2321426,1.0
2M05213627-7201305,1.0
2M05214321-6901471,1.5
2M05214445+2423575,1.0
2M05215218+2508083,1.1
2M05215411-7316058,1.01
2M05215602+2431249,1.11
2M05215609-7008300,1.0
2M05215810+4433389,1.03
2M05220102+4246396,1.29
2M05220126-2351322,1.0
2M05220425-6915206,1.0
2M05220530+4243403,1.0
2M05221103+4504536,1.15
2M05221347-7156183,1.38
2M05221359+2550225,1.04
2M05222077-7310267,1.0
2M05222083-7500364,1.7
2M05222270-7535234,1.0
2M05222420+2427415,1.11
2M05222602-7556099,1.0
2M05222717-7205304,1.0
2M05222750-7012110,1.0
2M05223075-7538082,1.0
2M05223698-7432460,1.01
2M05223750-2436292,1.0
2M05223768-7003178,1.59
2M05223830+4238336,1.01
2M05224382+4300425,1.0
2M05224425+4415270,1.0
2M05224484-7220189,1.45
2M05224563-7028183,1.0
2M05224712-7023466,1.75
2M05224837+2506090,1.22
2M05225207-6948411,1.0
2M05225558-6904305,1.0
2M05225812-7212201,1.0
2M05225995-7322174,1.0
2M05230098-2349255,1.0
2M05230414+2425341,1.01
2M05230563-7432238,1.01
2M05230584-2424348,1.0
2M05230955-7252440,1.0
2M05230977+4228186,1.01
2M05231455+2332226,1.01
2M05231835-6916303,1.41
2M05232564-2403513,1.0
2M05232603-2447305,1.02
2M05232932-7543232,1.0
2M05233161-2508484,1.0
2M05233287-7206177,1.11
2M05234218+2350520,1.0
2M05235220-7216056,1.0
2M05235228+2358424,1.04
2M05235385-2339472,1.0
2M05235578+2433381,1.0
2M05241321+2645257,1.22
2M05241414-6941513,1.0
2M05241478-2350022,1.0
2M05241641-7541598,1.0
2M05241653-2441209,1.1
2M05241694-7307082,1.0
2M05241779-7243128,1.0
2M05241848-7550134,1.51
2M05241980-7208342,1.0
2M05242026-6618293,1.0
2M05242219-6606372,1.58
2M05242800-7306127,1.0
2M05242980-5550175,1.01
2M05243048-7636549,1.0
2M05243274-6942200,1.0
2M05244020-6951218,1.0
2M05244395-7225289,1.0
2M05244436-6937483,1.06
2M05244574-2437297,1.01
2M05245294-6956429,1.0
2M05245481-7216307,1.0
2M05250311-2444194,1.0
2M05250467+2355171,1.0
2M05250509-7202104,1.11
2M05250856-7316425,1.0
2M05251164+4444302,1.14
2M05251429-2344232,1.05
2M05251516-2442362,1.0
2M05251874-7000191,1.0
2M05252299-5516361,1.01
2M05252327-7242033,1.0
2M05252628-2449150,1.04
2M05252830+4306577,1.0
2M05253033-7209572,1.0
2M05253286+4349299,1.4
2M05253340-2505181,1.0
2M05253351-7215508,1.0
2M05253607-7312520,1.0
2M05253940-2447574,1.0
2M05254004-7539260,1.0
2M05254238-2407420,1.0
2M05254512-6930144,1.5
2M05254513-6616205,1.51
2M05254800+2740009,1.0
2M05255124+2708410,1.2
2M05260373+2409387,1.05
2M05260402-6932184,1.0
2M05260828+4338151,1.0
2M05261069-2402039,1.0
2M05261337-5614287,1.01
2M05262015-2353557,1.01
2M05262216-7000333,1.5
2M05262322-6951595,1.0
2M05262647-5518012,1.08
2M05262915-6927032,1.03
2M05262974-5512523,1.01
2M05263204-6615279,1.0
2M05263585-7855415,1.01
2M05263780-7021534,1.0
2M05264146+4342057,1.46
2M05264895+2545058,1.0
2M05264923-2435040,1.0
2M05265039+4344380,1.68
2M05265209-7227002,1.0
2M05265243-7033595,1.0
2M05265557-6916545,1.0
2M05265781-2446011,1.0
2M05265992-7010296,1.0
2M05270747+2635026,1.0
2M05270889-2355277,1.01
2M05271024-6936267,1.0
2M05271212-6956300,1.0
2M05271326-7010407,1.0
2M05271548-7635221,1.0
2M05271600-2400188,1.0
2M05271718-7321130,1.0
2M05272294-7018123,1.5
2M05272507-7231372,1.0
2M05272534-7553397,1.0
2M05272814-7020599,1.0
2M05272978-7010156,1.73
2M05273198-5542109,1.0
2M05273992-7031299,1.0
2M05274200+4303207,1.28
2M05274635-7027176,1.17
2M05274653-7231201,1.0
2M05274770-5536308,1.01
2M05275120-6900553,1.79
2M05275141-7529442,1.0
2M05275361-6901584,1.35
2M05275546-5600590,1.47
2M05275721+2729216,1.0
2M05280470-5506052,1.01
2M05280592-7312434,1.0
2M05281463+4331203,1.47
2M05281505-6641078,1.01
2M05281748-5526238,1.0
2M05282258-7639203,1.0
2M05282446-7230556,1.0
2M05282830+2737513,1.0
2M05283045-6908113,1.0
2M05283450+2625471,1.0
2M05283836-7245084,1.53
2M05283856-5615368,1.0
2M05283963+2724056,1.0
2M05284200-6627131,1.01
2M05284436-5634323,1.01
2M05284675-6954572,1.0
2M05284718-7615078,1.0
2M05285063-6616292,1.01
2M05285454-7525462,1.0
2M05285464-6601283,1.0
2M05285471-7535224,1.0
2M05290128-7626012,1.0
2M05290895-7303479,1.0
2M05291282-6636522,1.33
2M05291656-6622586,1.01
2M05292372-7631344,4260.0
2M05292462-8711449,1.0
2M05292523-6626205,1.09
2M05293296-7639345,1.0
2M05294051-6642575,1.0
2M05294177-6924277,1.01
2M05294379+2656138,1.05
2M05295239-6944101,1.49
2M05295467+2559346,1.0
2M05302256-6919389,2.04
2M05302329-8541338,1.01
2M05302343-6553445,1.01
2M05302486-7619439,1.07
2M05302547-6657340,1.0
2M05303034-6621443,1.0
2M05303245-6909119,1.0
2M05303263-5621514,1.0
2M05303582+2744298,1.13
2M05303643-7524082,1.52
2M05304062-6959141,1.5
2M05304298-0529268,1.03
2M05304472-7001423,1.0
2M05305174+1015156,1.03
2M05305293-0415167,1.16
2M05305377+1009460,1.0
2M05305705-0412565,1.81
2M05310225+2735570,1.0
2M05310448-8705474,1.17
2M05311619-5522396,1.13
2M05311881-6933308,1.0
2M05311930-7536314,1.48
2M05312357-0437069,1.33
2M05312606-6937440,1.0
2M05312804-5612562,1.01
2M05313079+2526234,1.0
2M05313305-8629310,1.04
2M05313950-7545377,1.01
2M05315476-7255238,1.0
2M05315634-5517568,1.01
2M05315900+1033138,1.04
2M05320309-6547358,1.01
2M05320636-0524250,1.85
2M05320703-0642297,1.0
2M05321561-5446159,1.13
2M05321680-0531158,1.01
2M05321683-0548237,1.64
2M05322756+2658537,1.0
2M05323423-5518530,1.0
2M05324646+2640178,1.0
2M05324662+2644507,1.0
2M05325447-7638554,1.01
2M05325708-0433593,1.01
2M05325971+3152185,1.5
2M05330672-5629143,1.61
2M05330973-6647447,1.0
2M05331447+4544116,1.02
2M05331515+0950301,1.0
2M05331648-0735151,1.07
2M05332247+2602295,1.66
2M05332350+2606572,1.63
2M05332977-0726348,1.0
2M05333896-8541502,1.17
2M05334545-0536323,1.0
2M05334937-6315479,1.01
2M05335031+2753015,1.0
2M05335031-0621308,1.0
2M05335134+2625329,1.0
2M05335181-7524413,1.0
2M05335902+2548107,1.12
2M05340383-5613034,1.0
2M05340888-0501421,1.0
2M05341084-6606224,1.01
2M05341162-7558072,1.0
2M05341346-0555417,1.52
2M05342248-7615571,1.0
2M05342360-0618389,1.0
2M05342829-0610247,1.0
2M05343243-0429147,1.14
2M05343395-0534512,1.76
2M05343435-6658234,1.0
2M05343592-6708287,1.0
2M05343911-0617117,1.0
2M05344318-6654082,1.38
2M05344328-0617036,1.0
2M05344641-0454020,1.2
2M05344754-7645067,1.0
2M05344854-0449568,1.0
2M05344896-0528168,1.03
2M05344911-0600228,1.0
2M05345060+2648556,1.09
2M05345094+2720083,1.0
2M05345298-7544063,1.0
2M05345466-0540582,1.0
2M05345563-0601036,1.0
2M05345639+0955045,1.08
2M05345656-0552069,1.23
2M05345762-0618312,1.0
2M05345816+0941132,1.0
2M05345955-0524002,1.04
2M05350046-0525143,1.06
2M05350075+2623533,1.22
2M05350136-0555547,1.0
2M05350299-0530015,1.0
2M05350337+2709454,1.0
2M05350372-0423060,1.0
2M05350543-0615470,1.04
2M05350704-5504214,1.01
2M05350738-0548010,1.0
2M05350758-0609598,1.0
2M05350766-0606541,1.0
2M05350768-0536587,1.0
2M05350808-0633488,1.03
2M05350838-0528293,1.0
2M05350965+2724295,1.02
2M05351112-0534596,1.46
2M05351215-7542041,1.0
2M05351277-6348153,1.0
2M05351280+0936478,1.66
2M05351427-0524246,1.75
2M05351444-0532464,1.42
2M05351456+0950026,1.0
2M05351498-5607252,1.68
